"","NAMELSAD","yr","area","count","nIndv","nCorp","nIndvTech","nIndvBigTech","nCorpBigTech","nDemRec","nRepRec","nIndRec","nComRec","nGen","aTot","aIndv","aCorp","aIndvBigTech","aIndvTech","aCorpTech","aDemRec","aRepRec","aIndRec","aComRec","aGen","meanCFCont","sdCFCont","meanCFCand","sdCFCand","meanCFDiff","sdCFDiff","vReg","vTurn","SE_A00002_001","SE_A00003_001","SE_A00003_002","SE_A00003_003","SE_A02002_002","SE_A02002_003","SE_A02002_004","SE_A02002_005","SE_A02002_006","SE_A02002_007","SE_A02002_008","SE_A02002_009","SE_A02002_010","SE_A02002_011","SE_A02002_012","SE_A02002_013","SE_A02002_014","SE_A02002_015","SE_A02002_016","SE_A02002_017","SE_A02002_018","SE_A02002_019","SE_A02002_020","SE_A02002_021","SE_A02002_022","SE_A02002_023","SE_A02002_024","SE_A02002_025","SE_A02002_026","SE_A02002_027","SE_C01001B_002","SE_C01001B_003","SE_C01001B_004","SE_C01001B_005","SE_C01001B_006","SE_C01001B_007","SE_C01001B_008","SE_C01001B_009","SE_C01001B_010","SE_C01001B_011","SE_C01001B_012","SE_C01001B_013","SE_C01001B_014","SE_C01001B_015","SE_C01001B_016","SE_C01001B_017","SE_C01001B_018","SE_C01001B_019","SE_C01001B_020","SE_C01001B_021","SE_C01001B_022","SE_C01001B_023","SE_A01004_001","SE_A01004_002","SE_A01004_003","SE_A10008_001","SE_A10008_002","SE_A10008_003","SE_A10008_004","SE_A10008_005","SE_A10008_006","SE_A10008_007","SE_A10008_008","SE_A10008_009","SE_A10024_001","SE_A10024_002","SE_A10024_003","SE_A10024_004","SE_A10024_005","SE_A10024_006","SE_A10024_007","SE_A10024_008","SE_A10002B_001","SE_A10002B_002","SE_A10002B_003","SE_A10002B_004","SE_A10002B_005","SE_A10002B_006","SE_A10002B_007","SE_A10002B_008","SE_A10022_001","SE_A10022_002","SE_A10022_003","SE_A10022_004","SE_A10022_005","SE_A10022_006","SE_A10022_007","SE_A10022_008","SE_A10005B_001","SE_A10005B_002","SE_A10005B_003","SE_A10005B_004","SE_A10005B_005","SE_A10005B_006","SE_A10005B_007","SE_A10005B_008","SE_A10009_001","SE_A10009_002","SE_A10009_003","SE_A10009_004","SE_A10009_005","SE_A10009_006","SE_A10009_007","SE_A10009_008","SE_A10009_009","SE_A10009_010","SE_A10009_011","SE_A10009_012","SE_A10009_013","SE_A10009_014","SE_A10009_015","SE_A10009_016","SE_A10009_017","SE_A10009_018","SE_A10009_019","SE_A10010_002","SE_A03001B_002","SE_A03001B_010","SE_A10023_002","SE_A10023_003","SE_A10020_002","SE_A10020_003","SE_A10020_004","SE_A10020_005","SE_A10020_006","SE_A10020_007","SE_A10020_008","SE_A10020_009","SE_A10020_010","SE_A01003B_002","SE_A01003B_003","SE_A01003B_004","SE_A01003B_005","SE_A01003B_006","SE_A01003B_007","SE_A01003B_008","SE_A01003B_009","SE_A01003B_010","SE_A10003_001","SE_A10003B_001","SE_A11001_002","SE_A11001_003","SE_A11001_004","SE_A11001_005","SE_A11001_006","SE_A14019_001","SE_A14016_001","SE_A14021_001","SE_A14023_001","SE_A14023_002","SE_A14023_009","SE_A10011_002","SE_A10011_003","SE_A10019_002","SE_A10019_003","SE_A10016_002","SE_A10016_003","SE_A10012_002","SE_A10012_003","SE_A10017_002","SE_A10017_003","SE_A10018_002","SE_A10018_003","SE_A10014_002","SE_A10014_003","SE_A10015_002","SE_A10015_003","SE_A10013_002","SE_A10013_003","SE_A14024_001","SE_A14026_001","SE_A14026_002","SE_A14026_003","SE_A14026_004","SE_A14026_005","SE_A14027_001","SE_A14027_002","SE_A14027_003","SE_A14027_004","SE_A14027_005","SE_A14027_006","SE_A14025_001","SE_A14025_002","SE_A14025_003","SE_A14025_004","SE_A14025_005","SE_A14025_006","SE_A14028_001","SE_A10060_001","SE_A10060_002","SE_A10060_003","SE_A10044_001","SE_A10044_002","SE_A10044_003","SE_A10032_002","SE_A10032_003","SE_A10032_004","SE_A10032_005","SE_A10032_006","SE_A10032_007","SE_A10032_008","SE_A10032_009","SE_A10032_010","SE_A10032_011","SE_A10032_012","SE_A10050_002","SE_A10050_003","SE_A10050_004","SE_A10050_005","SE_A10050_006","SE_A10050_007","SE_A10042B_002","SE_A10042B_003","SE_A10042B_004","SE_A10042B_005","SE_A10042B_006","SE_A10042B_007","SE_A10057_001","SE_A10036_001","SE_A18003_001","SE_A18004_001","SE_A18007_002","SE_A18007_003","SE_A10037_001","SE_A10037_002","SE_A10037_003","SE_A10027_002","SE_A10027_003","SE_A10027_004","SE_A10027_005","SE_A10027_006","SE_A10027_007","SE_A10027_008","SE_A10027_009","SE_A10027_010","SE_A10027_011","SE_A10027_012","SE_A10027_013","SE_A10027_014","SE_A10027_015","SE_A13003A_001","SE_A13003A_002","SE_A13003A_003","SE_A13003B_001","SE_A13003B_002","SE_A13003B_003","SE_A13003C_001","SE_A13003C_002","SE_A13003C_003","SE_A09001_002","SE_A09001_003","SE_A09001_004","SE_A09001_005","SE_A09001_006","SE_A09001_007","SE_A09001_008","SE_A09001_009","SE_A09002_002","SE_A09002_003","SE_A09002_004","SE_A09002_005","SE_A09002_006","SE_A09002_007","SE_A09002_008","SE_A10030_003","SE_A10030_004","SE_A10030_005","SE_A10030_006","SE_A10030_007","SE_A10054B_002","SE_A10054B_003","SE_A10054B_004","SE_A10054B_005","SE_A10054B_006","SE_A10054B_007","SE_A16002_001","SE_A16002_002","SE_A16002_003","SE_A16002_004","SE_A16002_005","SE_A16002_006","SE_A16002_007","SE_A06001_002","SE_A06001_003","SE_A06001_004","SE_A06001_005","SE_A05001_002","SE_A05001_003","SE_A05001_004","SE_A10048_001","SE_A10048_002","SE_A10048_003","id"
"439","Oceanside city",2012,41.235,13055,12757,61,1563,155,30,6315,1696,375,8062,0,2618145.74,1953779.27,55060.36,38326.5,642553.79,2940,403517.33,800044.98,271941.06,1535098.65,0,-0.70274454232095,1.05062641047035,-0.404576790501724,-0.404576790501724,-0.0521317502872463,0.282720615325129,2026982,1531136,171272,42.17432,41.2349,0.9394186,86278,6870,5666,4268,3775,10038,13281,11435,11177,9290,5600,3743,1135,84994,4759,5996,6565,2926,7939,13156,9117,12206,9943,5872,3937,2578,159643,147981,137148,130447,126430,123517,121172,112470,98971,86033,76572,65481,53208,42098,31945,28542,22865,20228,16840,11393,7570,3713,35.2,34.5,36,58115,38776,29024,9752,3615,6137,19339,9468,9871,58115,14123,18811,10458,7362,3361,1688,2312,22739,5429,7021,4125,3032,1254,892,986,58115,19359,16911,3400,3435,10076,2448,38756,22739,8863,7891,1668,2081,4142,972,13876,58115,19752,19440,13551,5889,2004,3885,312,247,65,38363,19336,15473,3863,1611,2252,19027,9221,9806,42602,14868,5976,13709,44406,2818,9124,8973,11395,6229,5211,7229,4774,2362,2524,5677,4506,3786,1994,1256,1752,660,584,2.93,3.01,45245,66144,3213,8715,13831,4211795500,43325,902311000,4375845200,3206297100,943722500,43274,14841,41777,16338,6576,51539,12829,45286,17065,41050,2589,55526,883,57232,11867,46248,9185,48930,25549,24701,48006,71388,108895,191766,11572,35759,58928,88172,167936,257640,3.2,9.87,16.26,24.33,46.34,17.77,0.4309,58115,35376,22739,64642,58115,6527,43011,36741,6270,2150,3150,4976,4112,1987,2599,2657,0,648,4680,18189,19339,12083,3176,487,4356,9489,5033,2263,1111,1982,331700,36.7000007629395,33030400,1429,1312,24.8999996185303,29,11.6000003814697,53,649,1877,1595,1428,2206,1586,2148,1584,1854,14015,9676,19037,407,39674,4542,35132,107568,14985,92583,22774,2221,20553,71649,5032,22295,14278,12504,10132,6194,1214,1257,12751,27597,14557,8079,6194,1214,16436,24534,10019,2859,1053,2170,8115,8950,2589,835,80,127455,15884,9809,6075,111571,94781,16790,136708,34564,16013,18551,153802,107083,46719,58115,58039,58077,875
"440","Ontario city",2012,49.941,4677,3609,464,531,24,1,1697,619,336,3128,0,3081891.71,642662.66,1317010.54,1618,84573.97,414,1239245.48,638907.55,309848.9,2081775.44,0,-0.409129784049604,0.99038670051506,-0.292283515073765,-0.292283515073765,-0.0316313876416506,0.421349834157196,1660276,1125948,167207,50.006,49.94052,0.06548602,82667,7028,5982,6525,4015,8761,15085,9399,11812,8344,2864,1989,863,84540,5867,7081,5404,3434,9052,14284,10827,11858,8661,4072,2917,1083,154312,141249,129320,121871,116879,114529,111283,104058,89218,74689,64236,54463,42346,30793,22235,18975,13788,11230,9111,6852,4206,1946,32.1,31.4,32.7,44699,34374,23546,10828,3226,7602,10325,4878,5447,44699,8631,9389,8465,6582,5568,2799,3265,20899,4464,3117,4237,2977,3129,1527,1448,44699,20501,17451,3685,4151,9615,3050,24198,20899,11584,10310,2931,2764,4615,1274,9315,44699,20813,20501,13365,7136,2151,4985,312,234,78,23886,13873,10181,3692,1075,2617,10013,4644,5369,25708,11532,13722,27737,16962,1394,7261,8941,11741,4064,3823,4282,2125,1068,1206,5454,4798,5275,830,997,1351,613,375,3.72,3.79,47938,61069,3704,5329,11280,2620340000,41269,381748300,2858676100,1735703000,1714022500,37114,7585,35805,8894,4256,40443,3615,41084,10223,34476,2459,42240,2721,41978,6176,38523,7564,37135,17097,22316,43004,60306,84540,135122,12807,32913,51684,72632,123073,174875,4.37,11.23,17.63,24.78,41.99,14.92,0.3777,44699,23800,20899,48015,44699,3316,29865,27577,2288,1382,4455,3391,2915,1520,2283,2050,154,668,4646,13027,16667,8355,1336,565,4141,8844,5343,1942,64,1977,237500,34.5,25265800,1318,1133,29.2999992370605,32,10.6000003814697,187,488,937,1769,924,832,954,969,2095,2914,15201,10279,6956,194,44409,11254,33155,107921,15744,92177,13501,1882,11619,68694,4625,21076,15901,9549,7386,6634,3523,531,13596,27475,12367,4568,6634,3523,13826,17187,6071,3807,1624,1654,7793,8201,2062,696,493,121871,4923,3125,1798,116948,104958,11990,109568,57639,21450,36189,156710,133902,22808,44699,44431,44279,881
"441","Orange city",2012,24.797,11177,9935,517,1170,41,26,3767,1851,437,7077,0,3420733.93,1728468.68,854372.95,6684,234163.03,41572.5,555750.99,1107837.52,244880.21,1913010.28,0,-0.380130625391429,1.03822594757856,-0.20361009215353,-0.20361009215353,-0.0498935313590409,0.345921809246318,1708723,1214068,139425,25.24003,24.79712,0.4429102,68762,4101,3166,3505,2361,11131,10190,9488,11040,6481,4336,2306,657,70663,4491,5202,2575,2961,8582,9642,10285,10218,7861,4983,2613,1250,130833,122465,116385,111063,105651,101640,98303,91350,82199,71518,61546,51745,41798,30487,22418,19267,16145,13572,11025,6826,4106,1907,35.6,34.9,36.8,42515,29901,23181,6720,2163,4557,12614,6357,6257,42515,8498,13135,6691,7490,4294,1479,928,17231,4300,4273,2476,2682,2070,892,538,42515,15154,13371,3417,2562,7392,1783,27361,17231,7015,6232,1636,1316,3280,783,10216,42515,15517,15285,11465,3820,1360,2460,232,198,34,26998,14616,11716,2900,803,2097,12382,6159,6223,29946,11744,7347,12163,30352,1409,6081,9224,9589,4524,3541,4470,2857,820,1349,4418,4436,3633,986,937,865,369,238,3.11,3.23,45552,53547,2086,5017,10183,3884090000,48643,770368600,4097240400,2851755400,948894100,36756,5759,35249,7266,5838,36677,9091,33424,9407,33108,1644,40871,837,41678,5603,36912,5227,37288,29387,32088,60061,85687,136091,244746,17455,45648,73376,108282,212030,319627,3.82,9.99,16.06,23.7,46.42,17.49,0.4229,42515,25284,17231,44676,42515,2161,31219,26847,4372,515,3854,1758,1378,1851,3142,959,0,406,5027,10574,14458,9952,2098,331,4451,7304,3084,1829,232,1971,482400,36.0999984741211,25946500,1562,1427,25,27.7999992370605,10,92,227,974,1405,1323,781,539,550,1039,1281,8789,8077,16935,503,27481,5604,21877,89626,12318,77308,15753,637,15116,63344,7189,19220,13774,12719,5387,2960,2095,1016,16717,22450,14448,3658,2960,2095,11540,17674,7069,3418,1288,773,7116,6368,1765,1002,207,110980,6363,3670,2693,104617,91165,13452,105151,34274,16484,17790,130013,103692,26321,42515,42402,42445,883
"442","Oxnard city",2012,26.894,8132,7717,111,1018,37,12,4332,632,278,5288,0,1154505.9,610684.99,184657.81,2533.91,69854.24,1641.2,247248.28,318152.05,99500.04,688859.5,0,-0.826447368421053,0.910403167556256,-0.457690605017216,-0.457690605017216,-0.0661891293654697,0.264460987597902,3505683,2444501,201565,39.20798,26.89414,12.31384,104241,9139,8264,7988,5668,12772,17098,13710,12968,9249,4336,2375,674,97324,8233,6814,6776,4272,11730,14589,13676,11402,9050,6205,2953,1624,184193,169115,154351,144411,137248,134138,130445,119909,102803,88222,73190,60836,48671,36466,26301,22438,18167,15917,12023,7626,4258,2298,30.8,29.4,32.2,50282,40872,27868,13004,4100,8904,9410,4300,5110,50282,7273,10571,8044,9662,6531,3413,4788,22445,3322,3854,3778,4428,3320,1408,2335,50282,24959,20370,3883,6845,9642,4589,25323,22445,13026,11106,2345,4614,4147,1920,9419,50282,25429,25066,16629,8437,2067,6370,363,238,125,24853,15806,11239,4567,2033,2534,9047,4062,4985,37582,16200,15770,31789,18493,1295,9131,11379,11629,4380,4362,4787,2573,746,1228,6671,5670,4467,1395,1438,995,389,192,3.98,4.05,60243,70400,3858,7405,12445,3592893600,38872,440865700,3875972300,2903303300,2206423300,42565,7717,41684,8598,5381,44901,7118,43164,12604,37678,3536,46746,2818,47464,9524,40758,9938,40344,19229,24972,46515,68675,102418,178120,15879,36306,57312,85487,162291,247755,4.44,10.16,16.04,23.93,45.42,17.34,0.4097,50282,27837,22445,53975,50282,3693,35886,31094,4792,1233,2874,3301,3143,2640,2535,2363,0,1343,4635,13142,17624,10643,2895,1137,4485,8669,5102,2664,388,1973,312100,38.9000015258789,29528100,1353,1282,25.5,29.2999992370605,11.6000003814697,202,667,1487,1775,1318,688,903,1712,2232,2056,12283,10005,14235,719,55987,15776,40211,126170,17121,109049,17664,1370,16294,88521,8685,31798,21799,16182,6184,2212,1661,927,21635,39720,19139,3227,2212,1661,13167,18893,9747,3579,2475,1735,7833,8293,3004,1044,536,143748,8277,5155,3122,135471,120426,15045,127418,74147,29078,45069,192295,164648,27647,50282,50219,50031,893
"443","Palmdale city",2012,105.961,4658,4578,28,793,21,1,2085,468,65,3427,0,399732.58,337287.38,11405,2491.5,61657.37,130,130401.12,138082.89,4456.03,166511.68,0,-0.621921425504508,1.03810911741959,-0.257348647488192,-0.257348647488192,-0.0548797767282095,0.287988508211924,1929767,1358094,155660,106.2162,105.9614,0.2547657,76224,7313,6627,7330,4367,9082,10631,9038,10078,5916,3737,1497,608,79436,7610,5923,6222,4519,10649,9804,9677,11562,6477,3870,1870,1253,140737,128187,114635,105749,99394,96718,94052,86018,73330,65583,57384,46868,36468,25228,18305,15831,12835,11084,8892,5228,2767,1861,28,27.3,29.1,40878,33769,21337,12432,4023,8409,7109,3420,3689,40878,5359,10024,6807,8484,4529,2203,3472,16578,2458,3020,2666,3711,1745,1132,1846,40878,20900,18223,3278,4340,10605,2677,19978,16578,10240,9048,1878,2613,4557,1192,6338,40878,21167,20940,11946,8994,2766,6228,227,148,79,19711,12829,9391,3438,1257,2181,6882,3272,3610,20498,5879,9484,20552,20326,1851,6106,8843,11505,3230,3493,3280,1746,824,1687,3425,3828,3870,1023,1319,733,537,156,3.8,4.1,48828,49833,3846,4332,7796,2596000500,30578,357039700,2722687700,1608676800,1106943100,33743,7135,32162,8716,4574,36304,3147,37731,10097,30781,2652,38226,3168,37710,6685,34193,5418,35460,17491,20265,38759,61876,99818,163449,10720,29375,48816,79046,149574,223442,3.38,9.25,15.37,24.89,47.11,17.59,0.4393,40878,24300,16578,44190,40878,3312,35668,35201,467,168,923,1856,2077,987,1204,1307,0,352,2275,5910,15124,12051,5166,237,2194,4203,5677,2812,1455,1989,167700,42.7000007629395,19801500,1149,1055,25.5,27.8999996185303,13.6000003814697,43,319,888,1165,891,1398,1401,3284,2132,2712,10685,9081,6739,140,49076,16598,32478,92901,19955,72946,12835,1494,11341,49951,3984,13244,7707,3250,7099,9357,5310,393,8956,15586,4332,6017,9357,5310,10376,16044,7985,2631,764,2610,6077,5133,2249,220,289,105749,7548,4847,2701,98201,88067,10134,113680,41980,18739,23241,144162,113976,30186,40878,40713,40460,902
"444","Palo Alto city",2012,23.884,42338,40823,1193,6259,1843,35,27708,2447,714,22845,0,135127786.34,130579583.99,3476746.43,1070992.54,2834481.55,35235.9,11402995.25,6466302.93,73051217.18,123019081.06,0,-1.07570929188908,0.70162554332839,-0.668798478907837,-0.668798478907837,-0.0963843355850536,0.299557953296033,1230976,1044083,66359,25.7866,23.88363,1.902966,32030,1518,2214,2277,1601,1920,3893,3934,5967,4214,2232,1432,828,34329,1520,1813,2776,1033,2009,3418,5679,4996,4458,2952,2129,1546,63321,59294,54241,51607,50311,49738,49541,47678,43484,40367,35479,30754,25622,19791,14187,12717,11119,9893,7806,5935,3943,2374,42,41.5,42.5,26610,17410,14548,2862,673,2189,9200,3918,5282,26610,7797,8012,4921,4279,1252,263,86,11445,4347,2951,2175,1352,403,217,0,26610,9176,9046,1553,1275,6218,130,17434,11445,3889,3800,727,617,2456,89,7556,26610,9176,9176,7644,1532,274,1258,0,0,0,17434,8234,6904,1330,399,931,9200,3918,5282,19530,8320,1159,1542,25068,405,3021,4898,6266,3166,1818,3059,2373,1604,405,2569,2740,2222,1401,262,733,350,763,2.48,2.28,14957,31158,519,3052,4555,4854230800,79187,1044931300,4908603100,3528441400,138609700,20999,5611,19435,7175,4790,21820,13719,12891,6680,19930,1007,25603,90,26520,4812,21798,2072,24538,73970,47806,92943,158718,250001,250001,25925,67697,122093,203157,493234,898341,2.84,7.42,13.39,22.27,54.08,24.62,0.5082,26610,15165,11445,28575,26610,1965,18751,17129,1622,226,973,1321,2092,2062,3150,0,0,970,4263,5898,8393,5436,1650,898,3488,4041,2030,880,108,1958,1000001,28.5,24022700,2001,2001,19.3999996185303,24.5,10,43,213,358,716,868,661,471,580,578,754,2636,3195,15339,198,14745,552,14193,40350,1868,38482,10843,525,10318,28423,2767,10404,8296,3793,1758,1134,271,377,6713,14377,4648,903,1134,271,8768,10409,3026,1824,208,1490,5433,3622,526,374,0,51607,2305,622,1683,49302,39866,9436,44534,21825,11457,10368,61832,43195,18637,26610,26610,26300,903
"445","Pasadena city",2012,22.97,39085,36128,1172,4465,201,10,19252,3202,935,23534,0,165924191.16,150416715.72,2746230.22,149694.1,734054.61,2685.25,73184975.98,3603687.08,51120209.26,143610270.2,0,-0.852759370602533,0.841005063895388,-0.505068696430856,-0.505068696430856,-0.0623635665856467,0.285939499443624,1694643,1313025,138553,23.12829,22.97023,0.1580567,67221,3000,3780,3552,2078,6558,14871,8782,8657,6789,5001,2940,1213,71332,4210,2782,3747,2249,6622,12699,9287,8850,8252,5937,4085,2612,131343,124781,117482,113155,109758,108213,105318,99975,85675,72405,64400,54336,45316,36829,28512,25328,21788,18724,14720,10850,6817,3825,36.4,34.9,39.1,55992,30766,21819,8947,2402,6545,25226,12766,12460,55992,19515,19042,7780,5694,2405,1046,510,32865,13226,10104,4462,2574,1338,778,383,55992,13244,11795,3388,1910,6497,1449,42748,32865,7815,7096,1989,1157,3950,719,25050,55992,13334,13244,8930,4314,1326,2988,90,30,60,42658,17522,12889,4633,1076,3557,25136,12736,12400,34847,19211,7799,11439,44553,2088,12277,9564,10425,4550,3751,6223,4579,2535,2042,10565,6632,4987,2200,1397,1706,2043,1293,2.4,2.34,48398,48522,2358,6753,11451,5263606000,47027,1733912800,5488104300,3793787300,900165000,44170,11822,41802,14190,7503,48489,14412,41580,12545,43447,3705,52287,1540,54452,8878,47114,5613,50379,39610,23082,49294,83070,136171,250001,11234,36513,64595,106528,251161,431728,2.39,7.77,13.74,22.66,53.43,22.96,0.5046,55992,23127,32865,59058,55992,3066,27669,25660,2009,1926,3091,5503,5031,7141,8573,124,0,2853,14876,19665,13166,4172,1260,2704,14264,11365,3473,663,396,1960,594700,30.5,45426500,1384,1210,24.6000003814697,27.5,10.5,33,191,1447,1142,1219,1267,1039,797,1571,3409,17055,9966,16385,471,25077,4242,20835,90051,13438,76613,21067,2045,19022,62506,7746,19480,9336,11516,9169,4008,1251,1460,15520,19582,14680,6005,4008,1251,21577,19991,5172,2151,477,5567,15572,9136,1765,537,288,113155,4937,1683,3254,108218,89684,18534,98326,40227,19798,20429,131294,98642,32652,55992,55905,54901,913
"446","Perris city",2012,31.393,810,692,16,62,0,0,273,64,25,589,0,168638.05,32125.48,21703.15,0,2845.48,0,14838.22,73643,6141.8,99004.15,0,-0.726938271604938,0.780754450282595,-0.480098765432099,-0.480098765432099,-0.128098765432099,0.264371522159641,1362892,815008,71327,31.50345,31.39308,0.1103739,34511,3370,4324,3466,2831,4641,4476,5395,3052,1887,599,408,62,36816,3024,4839,3349,2362,3722,4575,6310,3518,2525,2125,400,67,64933,55770,48955,43762,41145,40041,39041,35399,30406,26348,19382,14643,12161,8073,5293,4797,3661,3209,2378,937,425,129,24.8,22.6,27.8,15834,14091,8447,5644,1244,4400,1743,1190,553,15834,1104,2536,2421,3272,3541,1307,1653,7753,475,912,1355,1724,1737,558,992,15834,10714,9519,1586,3349,4584,1195,5120,7753,5656,5068,1025,1687,2356,588,2097,15834,10714,10714,6250,4464,1061,3403,0,0,0,5120,3377,2197,1180,183,997,1743,1190,553,8784,4071,4472,9421,6413,454,3088,5965,3091,524,826,1437,382,67,320,1857,3461,903,221,166,825,0,0,4.49,4.63,19526,20018,3453,1579,4379,755775600,32261,78858600,811852600,452539100,454693300,14098,1736,13614,2220,1169,14665,474,15360,3193,12641,1700,14134,1200,14634,2188,13646,3109,12725,11382,22047,34429,50015,66975,99490,15144,28066,43328,57125,94993,129048,6.35,11.76,18.15,23.94,39.8,13.52,0.3357,15834,8081,7753,16481,15834,647,12421,12010,411,0,410,297,176,134,896,2147,0,376,610,2939,7351,3548,1010,304,566,1896,2737,1750,500,1993,134800,39.9000015258789,9042300,1295,940,32.7000007629395,35.9000015258789,10,63,244,482,195,583,519,548,623,755,1505,5087,3214,1735,281,27432,10809,16623,40101,8519,31582,3565,155,3410,21440,1918,4314,5197,2413,2973,3053,1572,318,4458,6653,3426,1960,3053,1572,4115,7647,2428,919,83,603,2376,3574,1161,39,0,43762,1856,1479,377,41906,38622,3284,52845,18482,5700,12782,69245,61872,7373,15834,15834,15765,922
"447","Pittsburg city",2012,17.218,3081,2811,74,421,8,2,1294,118,135,2234,0,408768.68,158839.38,80719.47,381,17538.73,930,140715,40926.53,21911.56,258370.29,0,-0.668107757221681,0.840509251211209,-0.435621551444336,-0.435621551444336,-0.0690944498539435,0.228608987844055,824511,587325,65655,19.15469,17.21824,1.936447,31109,2883,2881,2618,1441,3085,4655,3729,4401,3251,1158,933,74,34546,2121,2783,2819,1423,4260,4738,5097,3748,3941,2360,835,421,60651,54987,49550,46686,44707,43699,42771,39341,35132,29948,25405,21122,16926,12973,9820,8201,5781,5153,4420,2263,1392,495,32.6,32.1,33.3,19746,14950,8838,6112,1464,4648,4796,2648,2148,19746,3540,5627,3587,2712,2083,1634,563,8897,1428,2558,1694,1264,841,979,133,19746,9600,8429,1501,2327,4601,1171,10146,8897,5053,4610,1035,1507,2068,443,3844,19746,9600,9600,5190,4410,819,3591,0,0,0,10146,5350,3648,1702,645,1057,4796,2648,2148,8284,3081,3301,6240,13506,344,4103,4185,4409,1626,2072,1906,952,149,114,3084,2114,1532,579,897,390,187,0,3.31,3.3,19214,20704,1293,2224,6115,1241465800,43234,242139400,1310678000,546564000,316036600,16521,3225,16142,3604,1934,17812,2221,17525,5252,14494,1923,17823,1106,18640,3444,16302,3512,16234,19963,19862,44453,62846,97817,140538,10938,32453,52590,77170,141208,223543,3.52,10.32,16.72,24.54,44.9,17.77,0.4158,19746,10849,8897,20589,19746,843,15908,14187,1721,291,852,635,1152,313,834,604,0,150,1414,3695,8741,4728,1018,129,1357,2700,3401,1174,136,1980,192300,37.5,11330500,1320,1127,26.8999996185303,29.1000003814697,12.6000003814697,135,209,439,953,469,250,367,551,635,1382,5555,4559,4116,126,18644,5832,12812,40858,7334,33524,5691,593,5098,25327,1067,5462,4340,2599,6014,4550,1295,79,3859,6931,4543,4070,4550,1295,6140,5810,4763,1098,362,1164,3642,2646,938,293,214,46686,2530,1463,1067,44156,39442,4714,47785,17870,7131,10739,58513,49151,9362,19746,19617,19666,945
"448","Pleasanton city",2012,24.113,13385,11963,490,1867,118,1,5237,1302,372,8687,0,4362837.59,1643860.85,883921.07,23467.62,273048.95,250,1685867.57,968287.21,202817.22,2507582.47,0,-0.587546507284273,0.88034193908648,-0.365444153903624,-0.365444153903624,-0.0382838998879342,0.361375973510201,1164135,910922,72326,24.26536,24.11277,0.1525833,35453,1394,2665,3151,1856,2681,3676,4348,7695,4310,2277,1072,328,36873,2161,1613,3047,1830,3496,3489,4487,6831,4755,2792,1801,571,68771,64493,58295,54609,52474,51783,51254,48432,44943,41267,37045,32432,25536,17906,12886,11321,8841,7298,5825,3772,1928,899,40.9,40.2,41.6,26104,19720,16539,3181,1337,1844,6384,2525,3859,26104,5201,8322,5067,5219,2021,214,60,8354,2930,1944,1234,1326,873,47,0,26104,10585,10266,1533,1724,7009,319,15519,8354,3452,3219,745,878,1596,233,4902,26104,10585,10585,8705,1880,701,1179,0,0,0,15519,9135,7834,1301,636,665,6384,2525,3859,18629,5742,1725,2941,23163,277,2896,4207,7787,2750,2608,3254,1808,517,277,2117,2149,1707,236,325,620,559,364,2.76,2.51,13960,34781,1317,2946,5291,3599765500,69940,422169200,3706521800,2646875500,294956000,21556,4548,20219,5885,3928,22176,8612,17492,5754,20350,502,25602,312,25792,4315,21789,3530,22574,51247,46707,93903,134362,200162,250001,25018,70102,112904,163497,317984,572619,3.63,10.17,16.37,23.71,46.12,20.76,0.4274,26104,17750,8354,27118,26104,1014,20321,18039,2282,215,1065,888,1893,943,1382,411,0,256,2626,4865,7282,9001,2074,256,2481,3326,1302,783,206,1981,694300,28.2999992370605,13705100,1651,1475,25.2999992370605,27.7999992370605,11.1000003814697,0,39,302,554,572,219,490,730,661,546,3576,3726,14566,123,17710,1280,16430,45768,1626,44142,8705,477,8228,30908,5195,7385,5205,2800,6117,3348,858,572,9219,7994,4978,3939,3348,858,5819,12010,5723,1159,631,624,3587,3271,718,71,83,54609,3495,1953,1542,51114,43815,7299,54417,17909,10118,7791,68680,43037,25643,26104,26104,25450,951
